"id","Direction","Frequency","Platform","Response.RT","Scored","Encoding","List_Type"
"w970137","U",1,"USM",2416,0,"Frequency","Pure U"
"w994700","U",0,"USM",1918,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",4269,100,"Frequency","Pure U"
"488672","U",40,"USM",6681,0,"Frequency","Pure U"
"10006036","U",70,"USM",1660,0,"Frequency","Pure U"
"10038653","U",8,"USM",3372,0,"Frequency","Pure U"
"10066786","U",0,"USM",6943,100,"Frequency","Pure U"
"10097621","U",93,"USM",1994,0,"Frequency","Pure U"
"213499","U",60,"USM",3611,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",40,"Prolific",1246,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",80,"Prolific",7236,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",10,"Prolific",5216,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",40,"Prolific",1349,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",40,"Prolific",1760,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",15,"Prolific",2700,0,"Frequency","Pure U"
"w10013152_klj","U",30,"USM",2867,100,"Frequency","Pure U"
"w10044769_mad","U",100,"USM",9736,100,"Frequency","Pure U"
"w10080302_stt","U",100,"USM",5466,100,"Frequency","Pure U"
"w10103314","U",25,"USM",5529,0,"Frequency","Pure U"
"w10118712","U",40,"USM",5232,100,"Frequency","Pure U"
"w10118712","U",45,"USM",6810,100,"Frequency","Pure U"
"w939844","U",13,"USM",32251,0,"Frequency","Pure U"
"w970137","U",20,"USM",2631,0,"Frequency","Pure U"
"w994700","U",100,"USM",3968,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",2308,100,"Frequency","Pure U"
"488672","U",12,"USM",7538,0,"Frequency","Pure U"
"10006036","U",30,"USM",1373,0,"Frequency","Pure U"
"10038653","U",48,"USM",3869,0,"Frequency","Pure U"
"10066786","U",75,"USM",12788,100,"Frequency","Pure U"
"10097621","U",0,"USM",1522,0,"Frequency","Pure U"
"213499","U",5,"USM",11690,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1194,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",20,"Prolific",5907,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",5619,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",5,"Prolific",5140,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",10,"Prolific",5183,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",2559,0,"Frequency","Pure U"
"w10013152_klj","U",20,"USM",3340,100,"Frequency","Pure U"
"w10044769_mad","U",65,"USM",14329,0,"Frequency","Pure U"
"w10080302_stt","U",20,"USM",4488,0,"Frequency","Pure U"
"w10103314","U",10,"USM",1553,0,"Frequency","Pure U"
"w10118712","U",5,"USM",7854,0,"Frequency","Pure U"
"w939844","U",30,"USM",9459,0,"Frequency","Pure U"
"w970137","U",1,"USM",6252,0,"Frequency","Pure U"
"w970137","U",10,"USM",4542,0,"Frequency","Pure U"
"w994700","U",100,"USM",1363,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",14468,100,"Frequency","Pure U"
"488672","U",2.01,"USM",11018,100,"Frequency","Pure U"
"10006036","U",0,"USM",1152,0,"Frequency","Pure U"
"10038653","U",6,"USM",3756,100,"Frequency","Pure U"
"10066786","U",0,"USM",6310,0,"Frequency","Pure U"
"10097621","U",0,"USM",3115,0,"Frequency","Pure U"
"213499","U",2,"USM",19085,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",6078,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",3,"Prolific",5560,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",3,"Prolific",12568,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",12,"Prolific",13448,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",8,"Prolific",3797,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",30,"Prolific",6488,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",2192,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1618,0,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",11342,100,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",3761,100,"Frequency","Pure U"
"w10080302_stt","U",0,"USM",24436,0,"Frequency","Pure U"
"w10103314","U",10,"USM",1619,0,"Frequency","Pure U"
"w10118712","U",0,"USM",1744,0,"Frequency","Pure U"
"w939844","U",3,"USM",55489,0,"Frequency","Pure U"
"w970137","U",5,"USM",1907,0,"Frequency","Pure U"
"w994700","U",0,"USM",2025,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",5158,100,"Frequency","Pure U"
"488672","U",21,"USM",5914,0,"Frequency","Pure U"
"10006036","U",0,"USM",1171,0,"Frequency","Pure U"
"10038653","U",1,"USM",6097,0,"Frequency","Pure U"
"10066786","U",0,"USM",3682,0,"Frequency","Pure U"
"10097621","U",45,"USM",3848,100,"Frequency","Pure U"
"213499","U",30,"USM",9025,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",3,"Prolific",6912,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",40,"Prolific",7758,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",8829,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",5113,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",10,"Prolific",8901,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",6112,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",10,"Prolific",1779,100,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",2033,0,"Frequency","Pure U"
"w10044769_mad","U",40,"USM",5251,100,"Frequency","Pure U"
"w10080302_stt","U",10,"USM",16754,0,"Frequency","Pure U"
"w10103314","U",1,"USM",8507,0,"Frequency","Pure U"
"w10118712","U",0,"USM",8082,0,"Frequency","Pure U"
"w939844","U",2,"USM",6904,0,"Frequency","Pure U"
"w970137","U",5,"USM",2670,0,"Frequency","Pure U"
"w994700","U",0,"USM",1788,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",14830,0,"Frequency","Pure U"
"488672","U",15,"USM",4049,100,"Frequency","Pure U"
"10006036","U",10,"USM",5702,100,"Frequency","Pure U"
"10038653","U",68,"USM",3750,100,"Frequency","Pure U"
"10066786","U",70,"USM",5403,100,"Frequency","Pure U"
"10097621","U",35,"USM",3451,100,"Frequency","Pure U"
"213499","U",6,"USM",2645,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",1,"Prolific",5044,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",6,"Prolific",5744,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",4033,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",2,"Prolific",4935,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",30,"Prolific",2189,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",4065,0,"Frequency","Pure U"
"w10013152_klj","U",80,"USM",2143,100,"Frequency","Pure U"
"w10044769_mad","U",85,"USM",2722,100,"Frequency","Pure U"
"w10080302_stt","U",40,"USM",2387,0,"Frequency","Pure U"
"w10103314","U",20,"USM",8133,100,"Frequency","Pure U"
"w10118712","U",0,"USM",4844,100,"Frequency","Pure U"
"w939844","U",40,"USM",10893,0,"Frequency","Pure U"
"w970137","U",2,"USM",2757,0,"Frequency","Pure U"
"w994700","U",0,"USM",9942,100,"Frequency","Pure U"
"w998015_dp","U",100,"USM",2700,100,"Frequency","Pure U"
"488672","U",25,"USM",4156,100,"Frequency","Pure U"
"10006036","U",0,"USM",13660,0,"Frequency","Pure U"
"10038653","U",8,"USM",9737,100,"Frequency","Pure U"
"10066786","U",0,"USM",6603,0,"Frequency","Pure U"
"10097621","U",1,"USM",3139,100,"Frequency","Pure U"
"213499","U",15,"USM",1825,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",1,"Prolific",2746,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",10,"Prolific",7372,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",2260,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",5,"Prolific",1765,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",10,"Prolific",2438,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",2268,100,"Frequency","Pure U"
"w10013152_klj","U",10,"USM",2119,100,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",5134,100,"Frequency","Pure U"
"w10080302_stt","U",15,"USM",2904,0,"Frequency","Pure U"
"w10103314","U",2,"USM",2668,0,"Frequency","Pure U"
"w10118712","U",10,"USM",7489,0,"Frequency","Pure U"
"w939844","U",2,"USM",10906,0,"Frequency","Pure U"
"w970137","U",20,"USM",9052,100,"Frequency","Pure U"
"w994700","U",0,"USM",4460,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",3980,0,"Frequency","Pure U"
"488672","U",19,"USM",4254,0,"Frequency","Pure U"
"10006036","U",40,"USM",4169,100,"Frequency","Pure U"
"10038653","U",40,"USM",5312,100,"Frequency","Pure U"
"10066786","U",23,"USM",5138,100,"Frequency","Pure U"
"10097621","U",80,"USM",3827,0,"Frequency","Pure U"
"213499","U",5,"USM",6939,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",5,"Prolific",1190,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",19,"Prolific",6863,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",2116,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",6,"Prolific",7743,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",40,"Prolific",3910,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",29,"Prolific",3100,100,"Frequency","Pure U"
"w10013152_klj","U",10,"USM",2367,0,"Frequency","Pure U"
"w10044769_mad","U",95,"USM",3335,100,"Frequency","Pure U"
"w10080302_stt","U",10,"USM",6552,0,"Frequency","Pure U"
"w10103314","U",60,"USM",4145,100,"Frequency","Pure U"
"w10118712","U",10,"USM",2339,0,"Frequency","Pure U"
"w939844","U",10,"USM",15831,0,"Frequency","Pure U"
"w970137","U",3,"USM",1951,0,"Frequency","Pure U"
"w994700","U",0,"USM",3344,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",2150,100,"Frequency","Pure U"
"488672","U",33.33,"USM",6193,0,"Frequency","Pure U"
"10006036","U",30,"USM",5315,100,"Frequency","Pure U"
"10038653","U",0,"USM",4052,0,"Frequency","Pure U"
"10066786","U",59,"USM",13827,100,"Frequency","Pure U"
"10097621","U",0,"USM",3404,0,"Frequency","Pure U"
"213499","U",60,"USM",1674,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",5,"Prolific",2220,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",70,"Prolific",6998,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",2146,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",65,"Prolific",4661,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",60,"Prolific",11997,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",2146,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",13261,0,"Frequency","Pure U"
"w10044769_mad","U",90,"USM",3768,100,"Frequency","Pure U"
"w10080302_stt","U",65,"USM",2462,0,"Frequency","Pure U"
"w10103314","U",25,"USM",8112,0,"Frequency","Pure U"
"w10118712","U",20,"USM",2463,0,"Frequency","Pure U"
"w939844","U",50,"USM",36089,0,"Frequency","Pure U"
"w970137","U",20,"USM",4349,0,"Frequency","Pure U"
"w994700","U",20,"USM",1402,100,"Frequency","Pure U"
"w998015_dp","U",60,"USM",6005,0,"Frequency","Pure U"
"488672","U",0.9,"USM",3433,0,"Frequency","Pure U"
"10006036","U",0,"USM",712,0,"Frequency","Pure U"
"10038653","U",4,"USM",2801,0,"Frequency","Pure U"
"10066786","U",0,"USM",6988,0,"Frequency","Pure U"
"10097621","U",24,"USM",1660,0,"Frequency","Pure U"
"213499","U",0,"USM",1695,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1205,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",5,"Prolific",8471,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",8839,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",23,"Prolific",1090,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",5,"Prolific",6638,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",3328,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",2329,100,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",19227,0,"Frequency","Pure U"
"w10080302_stt","U",3,"USM",10353,0,"Frequency","Pure U"
"w10103314","U",10,"USM",1028,0,"Frequency","Pure U"
"w10118712","U",5,"USM",5841,100,"Frequency","Pure U"
"w939844","U",10,"USM",12626,0,"Frequency","Pure U"
"w970137","U",0,"USM",1468,0,"Frequency","Pure U"
"w994700","U",20,"USM",1695,0,"Frequency","Pure U"
"w994700","U",20,"USM",2598,100,"Frequency","Pure U"
"w998015_dp","U",0,"USM",15982,0,"Frequency","Pure U"
"488672","U",3,"USM",3538,0,"Frequency","Pure U"
"10006036","U",0,"USM",2749,100,"Frequency","Pure U"
"10038653","U",2,"USM",3716,100,"Frequency","Pure U"
"10066786","U",0,"USM",3504,100,"Frequency","Pure U"
"10097621","U",10,"USM",4115,0,"Frequency","Pure U"
"213499","U",5,"USM",6279,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",3046,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",15,"Prolific",5711,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",25,"Prolific",3529,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",2163,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",4,"Prolific",1694,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",20,"Prolific",1851,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",3001,0,"Frequency","Pure U"
"w10013152_klj","U",30,"USM",4402,100,"Frequency","Pure U"
"w10044769_mad","U",15,"USM",4171,100,"Frequency","Pure U"
"w10080302_stt","U",5,"USM",13757,0,"Frequency","Pure U"
"w10103314","U",0,"USM",6479,100,"Frequency","Pure U"
"w10118712","U",0,"USM",1525,0,"Frequency","Pure U"
"w939844","U",2,"USM",8577,0,"Frequency","Pure U"
"w970137","U",0,"USM",6327,0,"Frequency","Pure U"
"w994700","U",0,"USM",1924,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",18009,0,"Frequency","Pure U"
"488672","U",2,"USM",17519,0,"Frequency","Pure U"
"10006036","U",80,"USM",1768,0,"Frequency","Pure U"
"10038653","U",5,"USM",4401,0,"Frequency","Pure U"
"10066786","U",97,"USM",6220,0,"Frequency","Pure U"
"10066786","U",100,"USM",22976,0,"Frequency","Pure U"
"10097621","U",66,"USM",1181,0,"Frequency","Pure U"
"213499","U",2,"USM",2383,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",2,"Prolific",1013,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",40,"Prolific",8198,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",1418,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",2335,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",70,"Prolific",3236,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",29,"Prolific",2246,100,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1539,0,"Frequency","Pure U"
"w10044769_mad","U",90,"USM",19232,0,"Frequency","Pure U"
"w10080302_stt","U",4,"USM",22349,0,"Frequency","Pure U"
"w10103314","U",20,"USM",1732,0,"Frequency","Pure U"
"w10118712","U",30,"USM",4727,0,"Frequency","Pure U"
"w939844","U",10,"USM",5778,0,"Frequency","Pure U"
"w970137","U",10,"USM",3161,100,"Frequency","Pure U"
"w994700","U",50,"USM",1501,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",10779,100,"Frequency","Pure U"
"488672","U",39,"USM",24223,0,"Frequency","Pure U"
"10006036","U",10,"USM",804,0,"Frequency","Pure U"
"10038653","U",1,"USM",3815,0,"Frequency","Pure U"
"10066786","U",0,"USM",11503,0,"Frequency","Pure U"
"10097621","U",0,"USM",1794,0,"Frequency","Pure U"
"213499","U",0,"USM",14593,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1123,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",10,"Prolific",6393,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",3031,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",2,"Prolific",1345,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",5,"Prolific",2866,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",3951,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1462,0,"Frequency","Pure U"
"w10044769_mad","U",40,"USM",4728,100,"Frequency","Pure U"
"w10080302_stt","U",8,"USM",13839,0,"Frequency","Pure U"
"w10103314","U",10,"USM",5135,0,"Frequency","Pure U"
"w10118712","U",17,"USM",1406,0,"Frequency","Pure U"
"w939844","U",2,"USM",10613,0,"Frequency","Pure U"
"w970137","U",1,"USM",2851,0,"Frequency","Pure U"
"w994700","U",0,"USM",2410,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",10574,100,"Frequency","Pure U"
"488672","U",5,"USM",12061,0,"Frequency","Pure U"
"10006036","U",0,"USM",1130,0,"Frequency","Pure U"
"10038653","U",0,"USM",3134,100,"Frequency","Pure U"
"10066786","U",0,"USM",13020,100,"Frequency","Pure U"
"10097621","U",89,"USM",6609,0,"Frequency","Pure U"
"10097621","U",76,"USM",2900,100,"Frequency","Pure U"
"213499","U",0,"USM",8410,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",5,"Prolific",2034,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",5,"Prolific",8850,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",1879,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",10,"Prolific",1257,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",10,"Prolific",3095,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",4359,0,"Frequency","Pure U"
"w10013152_klj","U",20,"USM",3345,100,"Frequency","Pure U"
"w10044769_mad","U",40,"USM",7584,100,"Frequency","Pure U"
"w10080302_stt","U",3,"USM",8018,0,"Frequency","Pure U"
"w10103314","U",10,"USM",5783,0,"Frequency","Pure U"
"w10118712","U",5,"USM",1596,0,"Frequency","Pure U"
"w939844","U",30,"USM",6183,0,"Frequency","Pure U"
"w970137","U",5,"USM",3180,0,"Frequency","Pure U"
"w994700","U",0,"USM",3368,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",5363,100,"Frequency","Pure U"
"488672","U",3,"USM",11568,100,"Frequency","Pure U"
"10006036","U",60,"USM",4849,100,"Frequency","Pure U"
"10038653","U",2,"USM",9524,0,"Frequency","Pure U"
"10066786","U",0,"USM",11188,0,"Frequency","Pure U"
"10097621","U",45,"USM",2531,100,"Frequency","Pure U"
"213499","U",5,"USM",9039,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1175,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",26,"Prolific",4730,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",20,"Prolific",5868,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",5,"Prolific",1213,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",20,"Prolific",2834,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",2827,100,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",7825,0,"Frequency","Pure U"
"w10044769_mad","U",30,"USM",2418,100,"Frequency","Pure U"
"w10080302_stt","U",5,"USM",5864,0,"Frequency","Pure U"
"w10103314","U",30,"USM",5843,100,"Frequency","Pure U"
"w10118712","U",30,"USM",8877,0,"Frequency","Pure U"
"w939844","U",90,"USM",6116,0,"Frequency","Pure U"
"w970137","U",20,"USM",4164,0,"Frequency","Pure U"
"w994700","U",100,"USM",3438,0,"Frequency","Pure U"
"w998015_dp","U",100,"USM",11514,0,"Frequency","Pure U"
"488672","U",1.5,"USM",6161,0,"Frequency","Pure U"
"488672","U",13,"USM",6761,0,"Frequency","Pure U"
"10006036","U",0,"USM",1025,0,"Frequency","Pure U"
"10038653","U",0,"USM",6586,0,"Frequency","Pure U"
"10066786","U",0,"USM",8102,0,"Frequency","Pure U"
"10097621","U",0,"USM",1444,0,"Frequency","Pure U"
"213499","U",0,"USM",5461,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1026,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",2,"Prolific",2646,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",1471,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",4,"Prolific",18305,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",5,"Prolific",8101,0,"Frequency","Pure U"
"6137d37772474196292ddb24","U",1,"Prolific",4996,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",1398,0,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",10313,0,"Frequency","Pure U"
"w10080302_stt","U",1,"USM",19420,0,"Frequency","Pure U"
"w10103314","U",0,"USM",2165,0,"Frequency","Pure U"
"w10118712","U",0,"USM",1825,0,"Frequency","Pure U"
"w939844","U",1,"USM",11289,0,"Frequency","Pure U"
"w970137","U",4,"USM",2450,0,"Frequency","Pure U"
"w994700","U",0,"USM",2155,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",10925,100,"Frequency","Pure U"
"488672","U",3,"USM",24752,0,"Frequency","Pure U"
"10006036","U",10,"USM",963,0,"Frequency","Pure U"
"10038653","U",5,"USM",5957,0,"Frequency","Pure U"
"10066786","U",45,"USM",6119,100,"Frequency","Pure U"
"10097621","U",60,"USM",3082,0,"Frequency","Pure U"
"213499","U",70,"USM",6679,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",30,"Prolific",5401,100,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",47,"Prolific",5194,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",60,"Prolific",1556,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",60,"Prolific",1059,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",60,"Prolific",13946,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",20,"Prolific",2505,100,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",5709,0,"Frequency","Pure U"
"w10044769_mad","U",80,"USM",17497,0,"Frequency","Pure U"
"w10080302_stt","U",99,"USM",7858,0,"Frequency","Pure U"
"w10103314","U",70,"USM",7946,0,"Frequency","Pure U"
"w10118712","U",15,"USM",1841,0,"Frequency","Pure U"
"w939844","U",80,"USM",9643,0,"Frequency","Pure U"
"w970137","U",4,"USM",1755,0,"Frequency","Pure U"
"w994700","U",60,"USM",1099,0,"Frequency","Pure U"
"w998015_dp","U",10,"USM",4042,100,"Frequency","Pure U"
"488672","U",20,"USM",3630,100,"Frequency","Pure U"
"10006036","U",0,"USM",772,0,"Frequency","Pure U"
"10038653","U",1,"USM",8792,0,"Frequency","Pure U"
"10038653","U",2,"USM",4450,0,"Frequency","Pure U"
"10066786","U",0,"USM",4808,0,"Frequency","Pure U"
"10097621","U",0,"USM",7825,100,"Frequency","Pure U"
"213499","U",1,"USM",2481,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",1101,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",8,"Prolific",6941,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",1,"Prolific",5018,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",4,"Prolific",1188,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",1,"Prolific",3890,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",4689,0,"Frequency","Pure U"
"w10013152_klj","U",0,"USM",3649,0,"Frequency","Pure U"
"w10044769_mad","U",0,"USM",3756,100,"Frequency","Pure U"
"w10080302_stt","U",0,"USM",4955,0,"Frequency","Pure U"
"w10103314","U",0,"USM",1470,0,"Frequency","Pure U"
"w10118712","U",0,"USM",1600,0,"Frequency","Pure U"
"w939844","U",10,"USM",64188,0,"Frequency","Pure U"
"w970137","U",0,"USM",2521,0,"Frequency","Pure U"
"w994700","U",0,"USM",1338,0,"Frequency","Pure U"
"w998015_dp","U",0,"USM",9077,100,"Frequency","Pure U"
"488672","U",22,"USM",4742,0,"Frequency","Pure U"
"10006036","U",90,"USM",4749,100,"Frequency","Pure U"
"10038653","U",50,"USM",3687,100,"Frequency","Pure U"
"10066786","U",80,"USM",7036,100,"Frequency","Pure U"
"10097621","U",78,"USM",9086,100,"Frequency","Pure U"
"213499","U",80,"USM",4746,100,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",10,"Prolific",1258,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",30,"Prolific",5755,100,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",10,"Prolific",5308,100,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",70,"Prolific",2555,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",60,"Prolific",5880,100,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",60,"Prolific",2904,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",20,"Prolific",2808,100,"Frequency","Pure U"
"w10013152_klj","U",10,"USM",3296,100,"Frequency","Pure U"
"w10044769_mad","U",100,"USM",6639,100,"Frequency","Pure U"
"w10080302_stt","U",98,"USM",8228,100,"Frequency","Pure U"
"w10103314","U",40,"USM",5431,100,"Frequency","Pure U"
"w10118712","U",14,"USM",7883,0,"Frequency","Pure U"
"w939844","U",50,"USM",5090,100,"Frequency","Pure U"
"w970137","U",40,"USM",2900,100,"Frequency","Pure U"
"w994700","U",100,"USM",2243,100,"Frequency","Pure U"
"w998015_dp","U",100,"USM",2414,100,"Frequency","Pure U"
"488672","U",2,"USM",11293,100,"Frequency","Pure U"
"10006036","U",20,"USM",8170,100,"Frequency","Pure U"
"10038653","U",2,"USM",5000,0,"Frequency","Pure U"
"10066786","U",0,"USM",9218,0,"Frequency","Pure U"
"10097621","U",5,"USM",1908,0,"Frequency","Pure U"
"213499","U",2,"USM",5521,0,"Frequency","Pure U"
"58542426733c730001a5d1f4","U",0,"Prolific",968,0,"Frequency","Pure U"
"5d2519a686fe240019764bd5","U",20,"Prolific",14860,0,"Frequency","Pure U"
"5efa4610ae765911b83a2ad5","U",2,"Prolific",5612,0,"Frequency","Pure U"
"5f00fb5e68eebf111a74c947","U",5,"Prolific",1715,0,"Frequency","Pure U"
"6115f565c20c53283b069c14","U",40,"Prolific",7747,100,"Frequency","Pure U"
"6137d37772474196292ddb24","U",0,"Prolific",3312,0,"Frequency","Pure U"
