"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"1557","w976634_bdb","out","out","1",1,2,"Read Mixed B","way","Study1","F","Study Phase2","Recall2",3067
"1558","w994776_das","out","out","1",1,2,"Read Mixed B","way","Study1","F","Study Phase2","Recall2",4607
"1559","10022158","star","star","1",1,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",9335
"1560","10105028","","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",2015
"1561","5ea5eea95b40e8603a37c716","star","star","1",1,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",2264
"1562","5ef31f36e283b802f1363928","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",5850
"1563","5f0771a92b566a37faa5f2e0","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",4551
"1564","5f0a107604954e2bd03ddb6e","","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",1553
"1565","w10034719","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",3588
"1566","w10048924","actor ","star","0.333333333333333",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",8110
"1567","w10054290","","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",1206
"1568","w10054290","movie","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase2","Recall2",3146
"1569","w10060940_df","","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",752
"1570","w829788","movie","star","0",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",8396
"1571","w860021","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",5167
"1572","w946833_klc","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",5904
"1573","W971769","star","star","1",1,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",6066
"1574","w974887","star","star","1",1,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",2287
"1575","W986126","actor","star","0.4",0,3,"Read Pure F A","actress","Study1","F","Study Phase","Recall1",2416
"1576","10022158","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",2206
"1577","10105028","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3546
"1578","5ea5eea95b40e8603a37c716","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",5713
"1579","5ef31f36e283b802f1363928","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3613
"1580","5f0771a92b566a37faa5f2e0","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",7533
"1581","5f0a107604954e2bd03ddb6e","carrier","plane","0.142857142857143",0,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3155
"1582","w10034719","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",5292
"1583","w10048924","plane ","plane","0.833333333333333",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3002
"1584","w10054290","","plane","0",0,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",939
"1585","w10060940_df","","plane","0",0,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",1207
"1586","w829788","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3675
"1587","w860021","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",2369
"1588","w946833_klc","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3132
"1589","W971769","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",2418
"1590","w974887","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",2784
"1591","W986126","plane","plane","1",1,3,"Read Pure F A","aircraft","Study1","F","Study Phase","Recall1",3534
"1592","W986126","piolit","plane","0.333333333333333",0,3,"Read Pure F A","aircraft","Study1","F","Study Phase2","Recall2",3311
"1593","10022158","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",17323
"1594","10105028","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",4517
"1595","5ea5eea95b40e8603a37c716","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",2738
"1596","5ef31f36e283b802f1363928","","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",1545
"1597","5f0771a92b566a37faa5f2e0","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",7927
"1598","5f0a107604954e2bd03ddb6e","","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",1521
"1599","w10034719","","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",4742
"1600","w10048924","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",2754
"1601","w10054290","","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",837298
"1602","w10060940_df","","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",711
"1603","w829788","pump","pop","0.25",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",5437
"1604","w860021","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",2163
"1605","w946833_klc","rubber","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",9772
"1606","W971769","pop","pop","1",1,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",5666
"1607","w974887","air","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",2776
"1608","W986126","air","pop","0",0,3,"Read Pure F A","balloon","Study1","F","Study Phase","Recall1",3497
"1609","10022158","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",25815
"1610","10105028","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",3712
"1611","5ea5eea95b40e8603a37c716","","money","0",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",2339
"1612","5ef31f36e283b802f1363928","","money","0",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",3702
"1613","5f0771a92b566a37faa5f2e0","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",4939
"1614","5f0a107604954e2bd03ddb6e","","money","0",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",1079
"1615","w10034719","dollar","money","0.166666666666667",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",5992
"1616","w10048924","teller ","money","0.285714285714286",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",3131
"1617","w10054290","","money","0",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",1060
"1618","w10060940_df","","money","0",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",710
"1619","w829788","credit card","money","0.0909090909090909",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",9370
"1620","w860021","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",3169
"1621","w946833_klc","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",3781
"1622","W971769","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",14544
"1623","w974887","money","money","1",1,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",5793
"1624","W986126","bank","money","0.2",0,3,"Read Pure F A","banker","Study1","F","Study Phase","Recall1",2288
"1625","10022158","cold","cold","1",1,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",17288
"1626","10105028","sweet","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",5114
"1627","10105028","cold","cold","1",1,3,"Read Pure F A","bitter","Study1","F","Study Phase2","Recall2",12346
"1628","5ea5eea95b40e8603a37c716","","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",2793
"1629","5ef31f36e283b802f1363928","twisted","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",5318
"1630","5f0771a92b566a37faa5f2e0","sweet","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",2530
"1631","5f0a107604954e2bd03ddb6e","","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",1389
"1632","w10034719","sweet","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",4793
"1633","w10048924","","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",2696
"1634","w10054290","","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",1319
"1635","w10060940_df","","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",5051
"1636","w829788","sweet","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",3369
"1637","w860021","sour","cold","0.25",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",5657
"1638","w946833_klc","mad","cold","0.25",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",4584
"1639","W971769","cold","cold","1",1,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",3835
"1640","w974887","sweet","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",2888
"1641","W986126","taste","cold","0",0,3,"Read Pure F A","bitter","Study1","F","Study Phase","Recall1",4405
"1642","10022158","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",16627
"1643","10105028","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3716
"1644","5ea5eea95b40e8603a37c716","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",2697
"1645","5ef31f36e283b802f1363928","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3438
"1646","5f0771a92b566a37faa5f2e0","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3072
"1647","5f0a107604954e2bd03ddb6e","","fight","0",0,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",1303
"1648","w10034719","figjt","fight","0.8",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",4902
"1649","w10048924","fight ","fight","0.833333333333333",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3125
"1650","w10054290","","fight","0",0,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",1120
"1651","w10060940_df","","fight","0",0,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",425
"1652","w829788","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3568
"1653","w860021","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",2626
"1654","w946833_klc","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",3754
"1655","W971769","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",1994
"1656","w974887","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",2407
"1657","W986126","fight","fight","1",1,3,"Read Pure F A","brawl","Study1","F","Study Phase","Recall1",1528
"1658","10022158","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",23611
"1659","10105028","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",3497
"1660","5ea5eea95b40e8603a37c716","","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",1536
"1661","5ef31f36e283b802f1363928","","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",1381
"1662","5f0771a92b566a37faa5f2e0","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",18598
"1663","5f0a107604954e2bd03ddb6e","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",2922
"1664","w10034719","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",7953
"1665","w10048924","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",7141
"1666","w10054290","","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",1056
"1667","w10060940_df","","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",5825
"1668","w829788","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",11789
"1669","w860021","fragile","glass","0.285714285714286",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",20506
"1670","w946833_klc","fragile","glass","0.285714285714286",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",6462
"1671","W971769","","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",9982
"1672","w974887","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",2726
"1673","w974887","glass","glass","1",1,3,"Read Pure F A","breakable","Study1","F","Study Phase2","Recall2",2236
"1674","W986126","thimble","glass","0",0,3,"Read Pure F A","breakable","Study1","F","Study Phase","Recall1",3162
"1675","10022158","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",3311
"1676","10105028","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",3630
"1677","5ea5eea95b40e8603a37c716","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",2751
"1678","5ef31f36e283b802f1363928","over","water","0.4",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",5649
"1679","5f0771a92b566a37faa5f2e0","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",6322
"1680","5f0771a92b566a37faa5f2e0","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase2","Recall2",2984
"1681","5f0a107604954e2bd03ddb6e","","water","0",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",687
"1682","5f0a107604954e2bd03ddb6e","cross","water","0.2",0,3,"Read Pure F A","bridge","Study1","F","Study Phase2","Recall2",2957
"1683","w10034719","cross","water","0.2",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",4079
"1684","w10048924","water ","water","0.833333333333333",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",3792
"1685","w10054290","hill","water","0",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",6168
"1686","w10060940_df","","water","0",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",5557
"1687","w829788","way","water","0.4",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",7617
"1688","w860021","","water","0",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",2178
"1689","w946833_klc","over","water","0.4",0,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",8800
"1690","W971769","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",11857
"1691","w974887","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",3719
"1692","W986126","water","water","1",1,3,"Read Pure F A","bridge","Study1","F","Study Phase","Recall1",4583
"1693","10022158","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",13372
"1694","10105028","stone","hammer","0.166666666666667",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",3094
"1695","5ea5eea95b40e8603a37c716","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",5428
"1696","5ef31f36e283b802f1363928","","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",2819
"1697","5f0771a92b566a37faa5f2e0","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",10135
"1698","5f0a107604954e2bd03ddb6e","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",5411
"1699","w10034719","","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",5220
"1700","w10034719","","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase2","Recall2",3976
"1701","w10048924","","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",2179
"1702","w10054290","wood","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",41617
"1703","w10060940_df","","hammer","0",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",396
"1704","w829788","instrument","hammer","0.1",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",6804
"1705","w860021","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",2972
"1706","w946833_klc","brick","hammer","0.166666666666667",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",7529
"1707","W971769","hammer","hammer","1",1,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",6223
"1708","w974887","stone","hammer","0.166666666666667",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",5543
"1709","W986126","toned","hammer","0.166666666666667",0,3,"Read Pure F A","chisel","Study1","F","Study Phase","Recall1",2480
"1710","10022158","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",1951
"1711","10105028","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",3066
"1712","5ea5eea95b40e8603a37c716","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",2956
"1713","5ef31f36e283b802f1363928","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",4767
"1714","5f0771a92b566a37faa5f2e0","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",2291
"1715","5f0a107604954e2bd03ddb6e","","dead","0",0,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",1074
"1716","w10034719","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",3718
"1717","w10048924","casket ","dead","0.142857142857143",0,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",6509
"1718","w10054290","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",4418
"1719","w10060940_df","","dead","0",0,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",750
"1720","w829788","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",10881
"1721","w860021","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",4265
"1722","w946833_klc","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",3253
"1723","W971769","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",1869
"1724","w974887","dead","dead","1",1,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",2317
"1725","W986126","box","dead","0",0,3,"Read Pure F A","coffin","Study1","F","Study Phase","Recall1",4536
"1726","10022158","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",26396
"1727","10105028","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",6734
"1728","5ea5eea95b40e8603a37c716","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",3165
"1729","5ef31f36e283b802f1363928","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",3168
"1730","5f0771a92b566a37faa5f2e0","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",2344
"1731","5f0a107604954e2bd03ddb6e","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",7291
"1732","w10034719","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",4160
"1733","w10048924","card ","card","0.8",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",4684
"1734","w10054290","","card","0",0,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",1194
"1735","w10060940_df","","card","0",0,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",403
"1736","w829788","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",2284
"1737","w860021","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",2017
"1738","w946833_klc","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",3625
"1739","W971769","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",4283
"1740","w974887","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",2757
"1741","W986126","card","card","1",1,3,"Read Pure F A","credit","Study1","F","Study Phase","Recall1",2081
"1742","10022158","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",15496
"1743","10105028","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",2679
"1744","5ea5eea95b40e8603a37c716","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",2465
"1745","5ef31f36e283b802f1363928","naughty","bad","0.142857142857143",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",4458
"1746","5f0771a92b566a37faa5f2e0","polite","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",8063
"1747","5f0a107604954e2bd03ddb6e","","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",1726
"1748","w10034719","","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",2020
"1749","w10048924","felon ","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",3879
"1750","w10048924","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase2","Recall2",2711
"1751","w10054290","","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",983
"1752","w10060940_df","","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",691
"1753","w829788","early","bad","0.2",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",10475
"1754","w860021","late","bad","0.25",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",2762
"1755","w946833_klc","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",4534
"1756","W971769","bad","bad","1",1,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",12251
"1757","w974887","","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",2522
"1758","W986126","misdeamor","bad","0",0,3,"Read Pure F A","delinquent","Study1","F","Study Phase","Recall1",4958
"1759","10022158","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",11402
"1760","10105028","food","stomach","0.142857142857143",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4319
"1761","5ea5eea95b40e8603a37c716","food","stomach","0.142857142857143",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4414
"1762","5ef31f36e283b802f1363928","","stomach","0",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",2768
"1763","5f0771a92b566a37faa5f2e0","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4428
"1764","5f0a107604954e2bd03ddb6e","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4337
"1765","w10034719","stomach ","stomach","0.875",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",5576
"1766","w10048924","stomach ","stomach","0.875",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",9196
"1767","w10054290","","stomach","0",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",918
"1768","w10060940_df","","stomach","0",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",576
"1769","w829788","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4431
"1770","w860021","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",8127
"1771","w946833_klc","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",3340
"1772","W971769","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",4072
"1773","w974887","food","stomach","0.142857142857143",0,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",2958
"1774","W986126","stomach","stomach","1",1,3,"Read Pure F A","digestion","Study1","F","Study Phase","Recall1",2345
"1775","10022158","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",21522
"1776","10105028","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",3269
"1777","5ea5eea95b40e8603a37c716","","talk","0",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",2417
"1778","5ef31f36e283b802f1363928","conversation ","talk","0",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",7155
"1779","5f0771a92b566a37faa5f2e0","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",4201
"1780","5f0a107604954e2bd03ddb6e","time","talk","0.25",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",3939
"1781","w10034719","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",3649
"1782","w10048924","","talk","0",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",2217
"1783","w10054290","","talk","0",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",953
"1784","w10060940_df","","talk","0",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",3538
"1785","w829788","argue","talk","0.2",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",6866
"1786","w860021","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",2799
"1787","w946833_klc","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",10154
"1788","W971769","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",8380
"1789","w974887","talk","talk","1",1,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",2878
"1790","W986126","speaking","talk","0.125",0,3,"Read Pure F A","discussion","Study1","F","Study Phase","Recall1",5340
"1791","10022158","news","news","1",1,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",24563
"1792","10105028","writer","news","0.166666666666667",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",8703
"1793","5ea5eea95b40e8603a37c716","","news","0",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",1966
"1794","5ef31f36e283b802f1363928","","news","0",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",1267
"1795","5f0771a92b566a37faa5f2e0","book","news","0",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",11267
"1796","5f0a107604954e2bd03ddb6e","newspaper","news","0.444444444444444",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",4338
"1797","w10034719","writer","news","0.166666666666667",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",3923
"1798","w10048924","writer","news","0.166666666666667",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",8557
"1799","w10054290","","news","0",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",952
"1800","w10060940_df","","news","0",0,3,"Read Pure F A","editor","Study1","F","Study Phase","Recall1",806
